distid,lunch,math4,year,lenrol,lrexpp
15030,36.16,50,1998,5.6094718,8.6086159
15050,18.299999,33.299999,1992,7.1739583,8.6830091
15050,18.1,40.200001,1993,7.1906762,8.6855583
15050,18.299999,51,1994,7.1966867,8.7587032
15050,18.870001,61.099998,1995,7.2305632,8.7913218
15050,17.23,71.099998,1996,7.2570028,8.7892351
15050,17.209999,49,1997,7.2189097,8.8457775
15050,18.200001,76,1998,7.2048926,8.8251238
15060,37.700001,26.9,1992,7.0630484,8.3893003
15060,38.599998,35.599998,1993,7.0892429,8.385726
15060,36.5,36.400002,1994,7.0983758,8.4192324
15060,36.380001,46.400002,1995,7.097549,8.537281
15060,30.76,43.799999,1996,7.0950642,8.6151714
15060,31.74,62,1997,7.1204443,8.5991421
15060,37.669998,87,1998,7.1180162,8.6327648
16015,37.200001,23.299999,1992,7.7939992,8.3038473
16015,32.200001,31.799999,1993,7.8139958,8.3514481
16015,32.599998,37.900002,1994,7.8135915,8.3461523
16015,40.209999,49.400002,1995,7.7748556,8.5174742
16015,35.84,61.200001,1996,7.7681103,8.5983362
16015,33.830002,56,1997,7.7493224,8.6443539
16015,43.549999,70,1998,7.7471652,8.6850576
16050,34.700001,26.6,1992,6.72263,8.353837
16050,34,52.400002,1993,6.7833252,8.3202915
16050,32.299999,36.099998,1994,6.8178306,8.426136
16050,33.18,36,1995,6.8308744,8.5623569
16050,32.470001,60,1996,6.8617115,8.601162
16050,31.6,41,1997,6.8987145,8.6305218
16050,27.84,78,1998,6.9057531,8.6910343
16070,21.4,12,1992,5.4510384,8.643672
16070,18.4,33.299999,1993,5.4026775,8.6926661
16070,22,35,1994,5.4764633,8.6557589
16070,29.18,52.599998,1995,5.4764633,8.7167082
16070,27.540001,42.099998,1996,5.4889379,8.7971525
16070,0,87,1997,5.480639,8.8056746
16070,22.93,50,1998,5.4638319,8.8283033
16100,63.900002,20.5,1992,5.857933,8.3653545
16100,59.900002,26.9,1993,5.894403,8.3524961
16100,60.599998,38.200001,1994,5.9269261,8.4110765
16100,60.41,71.400002,1995,5.9322453,8.6244135
16100,62.91,54.799999,1996,5.9401712,8.5825548
16100,56.759998,68,1997,5.908083,8.70963
16100,60.630001,100,1998,5.9162021,8.6870537
17000,31.799999,35.200001,1992,6.6320019,8.7303305
17000,31.700001,43.700001,1993,5.5909872,8.1451387
17000,31.9,43.900002,1994,5.4467373,7.9204378
17000,37.880001,50.799999,1995,6.5395861,8.6304493
17000,37.740002,48,1996,5.5759492,8.2914171
17000,38.029999,48,1997,6.4937539,8.710125
17000,41.25,67,1998,6.4907236,8.7320547
17010,37.599998,28.200001,1992,8.2220163,8.4985533
17010,40.299999,31.1,1993,8.2327061,8.4622736
17010,36.099998,28.799999,1994,8.1713171,8.4690914
17010,33.41,51,1995,8.0833282,8.5883884
17010,31.129999,49.200001,1996,8.0497465,8.6515989
17010,34.189999,56,1997,8.0608559,8.6770983
17010,36.240002,61,1998,8.0640078,8.7036982
17050,21.299999,50,1992,5.659482,8.82094
17050,33.599998,33.299999,1993,5.602119,8.896348
17050,34.799999,52,1994,5.6312118,8.9396629
17050,38.310001,75,1995,5.6869755,8.903162
17050,41.380001,71.400002,1996,5.6733232,8.913784
17050,37.279999,44,1997,5.6733232,8.9638004
17050,38.25,88,1998,5.6454468,8.9679832
17090,26.799999,34.5,1992,6.4101748,8.3484344
17090,26.1,55.200001,1993,6.4002576,8.3608427
17090,27.299999,28.9,1994,6.3664703,8.3852148
17090,27.25,40.700001,1995,6.0038872,8.6564398
17090,33.330002,43.5,1996,6.0661082,8.5543728
17090,32.790001,55,1997,6.2105999,8.5504341
17090,31.16,79,1998,6.2205901,8.5490017
17110,34.200001,21.4,1992,7.0630484,8.3268051
17110,34.799999,25.4,1993,7.0673199,8.3522348
17110,39.200001,42.900002,1994,7.1268907,8.4268475
17110,39.610001,52.299999,1995,7.1356874,8.5360422
17110,39.990002,41.700001,1996,7.1514854,8.5496311
17110,41.439999,30,1997,7.1654935,8.5596781
17110,45.880001,62,1998,7.1538339,8.5665874
17140,40.599998,32.400002,1992,6.3189683,8.5663643
17140,44.900002,52.5,1993,6.302619,8.6669893
17140,42.900002,28.299999,1994,6.3279366,8.6553822
17140,41.34,52.599998,1995,6.3508859,8.7434359
17140,43.310001,41.900002,1996,6.3801227,8.7153435
17140,39.200001,41,1997,6.3919172,8.7255077
17140,36.029999,68,1998,6.4052286,8.7301464
18010,29.1,39.799999,1992,7.4054956,8.2742434
18010,32.200001,27.799999,1993,7.3870902,8.3326569
18010,33.400002,43.599998,1994,7.3951077,8.4327574
18010,37.330002,54.200001,1995,7.3310604,8.570178
18010,34.41,55.799999,1996,7.3112183,8.6451387
18010,36.84,62,1997,7.3244901,8.6724863
18010,32.529999,69,1998,7.3472996,8.6696215
18020,50.200001,29,1992,7.4048877,8.3055449
18020,48.299999,25.200001,1993,7.4121604,8.3631773
18020,47.599998,39.799999,1994,7.410347,8.4105949
18020,51.040001,42.299999,1995,7.3987861,8.5558929
18020,43.75,31,1996,7.4454174,8.4670925
18020,44.919998,32,1997,7.467371,8.6174002
18020,46.349998,56,1998,7.4696541,8.6093349
18060,54.200001,17,1992,7.6367521,8.3240328
18060,54.299999,25.299999,1993,7.6829433,8.3164978
18060,53.5,23.5,1994,7.731492,8.3505125
18060,61.18,39.700001,1995,7.7257714,8.5155773
18060,58.860001,54.400002,1996,7.7484598,8.5555553
18060,57.009998,37,1997,7.7608933,8.6064854
18060,60.990002,68,1998,7.7621708,8.6402807
19010,7,53.799999,1992,7.6123366,8.3939695
19010,6.9000001,53.599998,1993,7.6586995,8.403554
19010,6.8000002,68.599998,1994,7.698483,8.455822
19010,5.5999999,76.599998,1995,7.7079616,8.5862293
19010,5.0700002,68.199997,1996,7.757051,8.57833
19010,5.1999998,70,1997,7.8168201,8.574707
19010,4.6199999,78,1998,7.8343921,8.5618906
19070,7.8000002,47.099998,1992,6.2766433,8.5229616
19070,10.3,45.799999,1993,6.2363696,8.5603323
19070,9.3000002,50,1994,6.2672005,8.5096226
19070,9.0299997,37.5,1995,6.2422233,8.6353273
19070,8.6700001,75,1996,6.2383246,8.6389999
19070,8.3500004,61,1997,6.2225761,8.685585
19070,13.32,86,1998,6.2146082,8.6546297
19100,20,31.5,1992,6.9363427,8.3840866
19100,16.4,52.200001,1993,6.9735432,8.4596882
19100,17.700001,34.599998,1994,6.9206715,8.5456314
19100,17.959999,71.099998,1995,6.9186954,8.677474
19100,16.41,54,1996,6.9285378,8.631546
19100,18.09,67,1997,6.9402223,8.5991421
19100,19.059999,75,1998,6.9295168,8.6903715
19120,20.700001,48.200001,1992,7.50769,8.4009323
19120,23.9,46.599998,1993,7.4966526,8.4230251
19120,23.299999,39.700001,1994,7.5126176,8.4263735
19120,22.83,69.199997,1995,7.5267177,8.5530519
19120,25.360001,70.199997,1996,7.5158892,8.5502253
19120,27.09,76,1997,7.50769,8.5969286
19120,27.02,82,1998,7.5032897,8.6023064
19125,8.6000004,33.299999,1992,6.4892049,8.4908314
19125,9.3999996,33.299999,1993,6.505784,8.4615688
19125,9.3999996,26.299999,1994,6.4583383,8.5866718
19125,9.2200003,71.400002,1995,6.4630294,8.6251698
19125,10.33,76.5,1996,6.4297194,8.6696777
19125,8.4200001,90,1997,6.4661446,8.6828775
19125,9.1899996,100,1998,6.4409466,8.6572008
19140,15.4,45.299999,1992,8.1455498,8.4318056
19140,14.7,57.099998,1993,8.1414814,8.4471397
19140,13.8,66.800003,1994,8.1324129,8.5397186
19140,13.69,70.5,1995,8.1016779,8.636076
19140,12.84,81,1996,8.1013746,8.6478357
19140,12.66,66,1997,8.1179085,8.6640606
19140,14.8,80,1998,8.1446791,8.6755219
20015,39.299999,27.700001,1992,7.6925697,8.260438
20015,39.599998,31.9,1993,7.6662221,8.3543282
20015,38.599998,37.799999,1994,7.6801758,8.4158821
20015,43.849998,43.299999,1995,7.7084107,8.4918814
20015,43.849998,42,1996,7.7406645,8.4894266
20015,44.389999,52,1997,7.7553387,8.5594864
20015,43.68,65,1998,7.7266536,8.6147079
21010,22.9,37.5,1992,8.2832413,8.361352
21010,22.6,47.700001,1993,8.2837467,8.4087667
21010,23.6,47.299999,1994,8.2802038,8.4500475
21010,25.440001,65.699997,1995,8.2664213,8.5467329
21010,25.41,58.5,1996,8.2617846,8.5892401
21010,25,66,1997,8.2579041,8.6401186
21010,27.92,75,1998,8.2313757,8.6529121
21025,20.4,30.9,1992,7.6255951,8.3232002
21025,19.799999,34.200001,1993,7.6333694,8.3649902
21025,18.799999,36.200001,1994,7.6177597,8.42138
21025,21.610001,34.799999,1995,7.5832477,8.5348015
21025,24.24,51.400002,1996,7.5663109,8.5594854
21025,21.51,54,1997,7.5496092,8.610137
21025,22.639999,74,1998,7.5087872,8.6371412
21060,38.099998,44.700001,1992,6.2822666,8.3303967
21060,38,38.5,1993,6.2934194,8.4003134
21060,35.599998,35.700001,1994,6.2785215,8.5102768
21060,37.93,36.400002,1995,6.3117347,8.5848522
21060,37.139999,63.599998,1996,6.3080983,8.6306324
21060,39.34,62,1997,6.3080983,8.6633692
21060,35.610001,85,1998,6.2672005,8.7361765
21065,37.700001,21.200001,1992,5.9295893,8.4554462
21065,42.900002,26.1,1993,5.9532433,8.488905
21065,45.700001,42.099998,1994,5.9401712,8.5909061
21065,50.41,31,1995,5.9053617,8.7462873
21065,46.509998,73.900002,1996,5.9480348,8.7384014
21065,46.040001,42,1997,5.9532433,8.7543182
21065,50,96,1998,5.872118,8.8333406
21090,41.799999,38.5,1992,6.4846354,8.3375416
21090,41.299999,34.099998,1993,6.4861608,8.3745155
21090,43.799999,38.099998,1994,6.4723463,8.4089069
21090,40.450001,62.5,1995,6.3985949,8.6253586
21090,42.509998,79.5,1996,6.3647509,8.6131287
21090,35.290001,69,1997,6.3279366,8.6501493
21090,40.57,77,1998,6.3595738,8.6262531
21135,50.5,54.200001,1992,6.0958247,8.3044138
21135,45.099998,56.5,1993,6.0210233,8.4095097
21135,46.299999,61.099998,1994,6.059123,8.4327574
21135,49.529999,64.699997,1995,6.0520892,8.5815001
21135,48.400002,88.900002,1996,6.0014148,8.6427956
21135,44.220001,68,1997,5.9584246,8.711937
21135,44.689999,96,1998,5.8777356,8.6288977
22010,15.1,54.400002,1992,7.4073176,8.2343693
22010,18,53.599998,1993,7.4115562,8.3025532
22010,18.299999,61,1994,7.3689704,8.363225
22010,41.310001,63,1995,7.1981835,8.5434551
22010,40.310001,66,1996,7.2449417,8.5141506
22010,41.110001,71,1997,7.3011479,8.5197897
22010,21.77,86,1998,7.3323693,8.4704523
22030,16.6,35.299999,1992,7.7016525,8.3148317
22030,17.5,40.099998,1993,7.6939373,8.3099594
22030,19.6,41,1994,7.7030077,8.3792658
22030,19.16,59.200001,1995,7.7341213,8.4526691
22030,20.049999,65.5,1996,7.7275352,8.515995
22030,20,60,1997,7.7248883,8.5714922
22030,22.059999,76,1998,7.7115488,8.5846062
22045,28,30.4,1992,6.3716121,8.3361712
22045,34.599998,32.400002,1993,6.3543701,8.3347921
22045,33.200001,45.900002,1994,6.3189683,8.4372253
22045,30.959999,55,1995,6.2728772,8.5870152
22045,35.049999,53.700001,1996,6.2480431,8.6339149
22045,36.610001,53,1997,6.2344108,8.7371321
22045,37.419998,73,1998,6.1758671,8.7851095
23000,10.9,41.700001,1992,7.6666903,8.2431345
23000,13.5,50.5,1993,6.0112672,7.8174582
23000,13.9,55.700001,1994,5.9162021,7.6655202
23000,16.290001,70.5,1995,6.1484685,8.2371359
23000,15.05,66.699997,1996,7.6162834,8.6350069
23000,16.74,64,1997,7.502738,8.6576509
23000,17.9,77,1998,7.5065918,8.6496391
23010,22.700001,34.099998,1992,7.0273147,8.3877382
23010,23.799999,36.5,1993,7.0048819,8.433465
23010,24.5,44.400002,1994,6.9939332,8.512455
23010,23.450001,58.799999,1995,6.9536843,8.6558895
23010,22.540001,49.400002,1996,6.9137373,8.6605015
23010,18.77,52,1997,6.9117475,8.6823683
23010,21.290001,61,1998,6.9382844,8.6652155
23030,18.700001,33.799999,1992,8.1828384,8.3576012
23030,18.5,40.700001,1993,8.1732931,8.42838
23030,18.299999,53.900002,1994,8.1721649,8.4944487
23030,18.25,75.699997,1995,8.1559362,8.5830784
23030,17.77,66.900002,1996,8.1438084,8.6264229
23030,16.120001,61,1997,8.1478672,8.6356869
23030,18,64,1998,8.1443892,8.6220055
23050,13.7,41.400002,1992,8.0317106,8.422039
23050,15,34.700001,1993,8.034955,8.4332237
23050,15.8,40.299999,1994,8.0462294,8.4904518
23050,16.299999,57.400002,1995,8.0522966,8.580512
23050,15.19,66.400002,1996,8.0602245,8.6007853
23050,16.85,60,1997,8.0580111,8.62533
23050,17.690001,74,1998,8.0783777,8.6601076
23060,9.1000004,60.099998,1992,8.6135941,8.4903612
23060,8.8000002,64.900002,1993,8.5418854,8.5728073
23060,9.8000002,65,1994,8.5366039,8.5836363
23060,10.2,78.199997,1995,8.5273418,8.6862278
23060,9.9200001,77.900002,1996,8.5411053,8.6864004
23060,12.54,76,1997,8.5552597,8.71276
23060,13.08,88,1998,8.5596781,8.6704664
23065,22.6,25.799999,1992,7.447751,8.3004427
23065,22,54.900002,1993,7.4454174,8.3430223
23065,25.799999,65.400002,1994,7.4541411,8.37852
23065,23.15,61.799999,1995,7.4048877,8.5271139
23065,24.09,48.299999,1996,7.3963351,8.5470524
23065,25.32,53,1997,7.4097419,8.5711126
23065,26.799999,70,1998,7.3938785,8.5893812
23080,17.4,48.200001,1992,7.1106963,8.3642883
23080,19,42,1993,7.1244783,8.3950558
23080,21.5,41.700001,1994,7.1459846,8.4569721
23080,23.030001,47.700001,1995,7.166266,8.5942564
23080,22.190001,66.699997,1996,7.1762547,8.5903816
23080,23.139999,46,1997,7.1959372,8.5846653
23080,22.049999,78,1998,7.1861444,8.6241312
23090,12,47.400002,1992,6.9488974,8.3440914
23090,12.6,58,1993,6.9460139,8.4317732
23090,13.2,54,1994,6.89467,8.5006342
23090,16.969999,68.099998,1995,6.6515718,8.6769352
23090,15.63,41.200001,1996,6.72263,8.6409903
23090,19.549999,57,1997,6.7464123,8.7112789
23090,18.51,78,1998,6.7417006,8.732214
24020,17.200001,47.799999,1992,6.880384,8.6276159
24020,18.5,47.599998,1993,6.933423,8.6980572
24020,19.1,56.299999,1994,6.9206715,8.7983952
24020,18.040001,66.699997,1995,6.9363427,8.7821522
24020,16.700001,71.800003,1996,6.9285378,8.9189997
24020,15.87,63,1997,6.9593987,8.7875252
24020,14.32,76,1998,6.9488974,8.8340578
24030,39.200001,30.799999,1992,6.2595816,8.3167906
24030,41.400002,69.599998,1993,6.2422233,8.4218035
24030,40.5,50,1994,6.2383246,8.4866629
24030,48.650002,60.599998,1995,6.2344108,8.5775414
24030,47.75,85.699997,1996,6.2225761,8.6628036
24030,51.110001,73,1997,6.1923623,8.7343988
24030,56.040001,77,1998,6.1737862,8.7566891
24040,35.299999,26.9,1992,6.5764694,8.3738403
24040,31.1,41.5,1993,6.605298,8.3791161
24040,39.700001,38.099998,1994,6.5722823,8.4611044
24040,40.93,35.299999,1995,6.590301,8.6444569
24040,38.779999,56.099998,1996,6.5971456,8.6980782
24040,38.869999,70,1997,6.6214056,8.720787
24040,42.59,74,1998,6.6106958,8.7176542
24070,18.1,31.700001,1992,7.805882,8.4718599
24070,20,39.299999,1993,7.8555446,8.4822559
24070,20.299999,57.700001,1994,7.8995247,8.5141945
24070,23.870001,62,1995,7.9337969,8.5866222
24070,22.639999,69,1996,7.9462638,8.6436977
24070,26.280001,62,1997,7.9599748,8.6590395
24070,24.959999,85,1998,7.9837809,8.6539431
25010,49.900002,19.5,1992,10.287593,8.668561
25010,51.5,21.799999,1993,10.244023,8.6631575
25010,52.799999,23,1994,10.219867,8.7406788
25010,62.759998,35.5,1995,10.164543,8.8949671
25010,65.75,30.299999,1996,10.16566,8.9367733
25010,63.580002,36,1997,10.144864,8.8952188
25010,63.119999,52,1998,10.130902,8.9216309
25030,7.5,51.099998,1992,8.6020861,8.4802036
25030,8.1000004,50.700001,1993,8.6108656,8.5226078
25030,8.6000004,60,1994,8.6281977,8.5072184
25030,8.5100002,73.900002,1995,8.6308794,8.666831
25030,7.9000001,79.400002,1996,8.6541691,8.676156
25030,8.29,75,1997,8.6520739,8.72258
25030,8.6700001,86,1998,8.6625051,8.7142639
25040,21.1,22.200001,1992,8.2095804,8.3653545
25040,26.700001,24.4,1993,8.1619453,8.4205809
25040,28.799999,60.400002,1994,8.1435175,8.4920082
25040,28.09,68.5,1995,8.0580111,8.6031866
25040,32.16,53.099998,1996,8.0561094,8.6271563
25040,33.18,52,1997,8.0762043,8.6595602
25040,33.07,52,1998,8.0621176,8.6820564
25050,3.2,41.900002,1992,7.3594675,8.3581381
25050,3.4000001,42.099998,1993,7.3601041,8.3600636
25050,3.7,48.299999,1994,7.3907986,8.4110765
25050,3.5699999,65.400002,1995,7.3677087,8.582881
25050,4.0999999,70.199997,1996,7.3858509,8.5905714
25050,3.4300001,68,1997,7.4324837,8.6106834
25050,3.8299999,75,1998,7.4593387,8.6408033
25060,35.700001,13.6,1992,7.7655692,8.2791901
25060,43.599998,24.6,1993,7.6680937,8.4526052
25060,46.299999,31.5,1994,7.6143122,8.5337715
25060,45.93,31,1995,7.3505163,8.7600946
25060,43.259998,42.099998,1996,7.3683395,8.7166853
25060,42.849998,35,1997,7.4366174,8.7430534
25060,43.09,70,1998,7.415175,8.7396507
25070,24.1,19.700001,1992,6.7923446,8.3672171
25070,27.200001,22.6,1993,6.7452364,8.4615688
25070,28.6,35.299999,1994,6.7765069,8.5111485
25070,33.490002,58.5,1995,6.81564,8.6343918
25070,35.900002,45.099998,1996,6.865891,8.6175804
25070,37.470001,31,1997,6.8543544,8.6592131
25070,38.810001,65,1998,6.877296,8.6381893
25080,25.799999,45.099998,1992,8.5648403,8.6697407
25080,27,59.599998,1993,8.5514011,8.6492386
25080,31.299999,59.299999,1994,8.5667448,8.7180796
25080,30.969999,69.300003,1995,8.5479164,8.8670073
25080,29.33,73.900002,1996,8.5560293,8.8799162
25080,27.690001,71,1997,8.5697861,8.8846102
25080,30.51,77,1998,8.5889559,8.8694305
25100,10.9,48.099998,1992,7.9776249,8.5243254
25100,12,54.099998,1993,7.9939575,8.5228291
25100,12.9,62.799999,1994,8.0261698,8.5471039
25100,13.69,71.099998,1995,8.0100279,8.7129059
25100,14.6,81.099998,1996,8.0446262,8.7233658
25100,12.11,76,1997,8.0677757,8.7204609
25100,14.97,82,1998,8.1143246,8.6953278
25110,13.7,42.700001,1992,8.1856289,8.4566622
25110,15.2,59.099998,1993,8.1958857,8.4580402
25110,18.5,64.699997,1994,8.1967125,8.5309982
25110,16.32,78.5,1995,8.1550751,8.6110792
25110,18.1,73.800003,1996,8.1704683,8.6214581
25110,14.34,71,1997,8.2366858,8.5948944
25110,20.799999,87,1998,8.2638483,8.6028481
25120,8.8999996,56.099998,1992,8.3116436,8.3819933
25120,9.8000002,59.400002,1993,8.313117,8.3814087
25120,9.5,68.5,1994,8.3138523,8.478591
25120,8.7399998,77.900002,1995,8.3170338,8.558322
25120,7.9899998,77.199997,1996,8.340456,8.5682716
25120,7.4499998,73,1997,8.349721,8.5913725
25120,8.1800003,95,1998,8.3509026,8.567337
25130,19,21.1,1992,7.0076008,8.4790163
25130,24.700001,50,1993,7.0596175,8.5245943
25130,26.6,51.900002,1994,7.0184016,8.6210318
25130,38.700001,55.400002,1995,7.009409,8.6152897
25130,38.029999,69.599998,1996,6.9939332,8.6824188
25130,39.25,55,1997,7.0210838,8.7125959
25130,34.939999,71,1998,7.0184016,8.7194252
25140,11.8,57.299999,1992,8.493515,8.4047804
25140,13.4,49.599998,1993,8.4976025,8.4030561
25140,13.7,65.199997,1994,8.5103703,8.4915638
25140,14.47,75.699997,1995,8.5024853,8.5881929
25140,13.23,72.199997,1996,8.5163927,8.6009731
25140,14.47,75,1997,8.524169,8.6317711
25140,15.07,84,1998,8.545392,8.6230688
25150,20.1,45.799999,1992,8.3123808,8.4340458
25150,17,52.099998,1993,8.302762,8.4671898
25150,18.299999,65.900002,1994,8.2814713,8.5118017
25150,21.040001,78.400002,1995,8.22791,8.6468649
25150,19.07,70.5,1996,8.2289772,8.6362791
25150,17.66,64,1997,8.2342997,8.6661301
25150,18.040001,88,1998,8.235095,8.6558304
25180,14.8,43.799999,1992,8.386857,8.452033
25180,14,54.099998,1993,8.3675327,8.5018463
25180,15.2,58,1994,8.3452177,8.5592222
25180,14.35,69.300003,1995,8.3148317,8.688715
25180,14.48,67.5,1996,8.3143425,8.6808567
25180,13.47,63,1997,8.3368692,8.67488
25180,13.76,76,1998,8.3206911,8.6653852
25200,5.6999998,41.299999,1992,7.2562971,8.58214
25200,6.1999998,49.5,1993,7.2377782,8.5925732
25200,6.0999999,57.799999,1994,7.2377782,8.6553822
25200,7.7800002,70.400002,1995,7.2668276,8.6606455
25200,7.3200002,64.199997,1996,7.3205271,8.5882874
25200,7.3899999,71,1997,7.3401871,8.6186657
25200,8.2600002,94,1998,7.3492308,8.6039324
25210,38.200001,21.5,1992,7.0942349,8.5571737
25210,41.700001,40.799999,1993,7.0934048,8.5435972
25210,48.099998,36.799999,1994,7.0596175,8.6338348
25210,52.189999,54.799999,1995,7.0282016,8.7781038
25210,51.220001,58.599998,1996,7.076654,8.7674923
25210,53.720001,51,1997,7.101676,8.7598257
25210,57.950001,49,1998,7.0892429,8.8427706
25230,17,42.5,1992,7.0370278,8.4835224
25230,17.200001,43.5,1993,7.0228682,8.5526428
25230,18.299999,41.200001,1994,6.9469762,8.5670834
25230,17.709999,76.300003,1995,6.9324479,8.7635584
25230,21.84,65.5,1996,6.9930153,8.7048845
25230,21.879999,55,1997,7.0326242,8.6676798
25230,27.440001,82,1998,7.0604763,8.7325315
25240,72,9.6999998,1992,8.0836372,8.7353096
25240,77.099998,18.6,1993,8.0709057,8.7537622
25240,72.300003,24.299999,1994,8.0481491,8.8400278
25240,74.279999,38.900002,1995,7.9620671,9.0298147
25240,71.660004,35.700001,1996,7.9512072,9.0770731
25240,73.860001,33,1997,7.9466176,9.0604477
25240,62.939999,31,1998,7.9309254,9.0830584
25250,11.8,44.5,1992,7.7993436,8.4172468
25250,11.9,58.200001,1993,7.825645,8.4339485
25250,12.6,48.599998,1994,7.8567066,8.4702272
25250,9.9899998,67.199997,1995,7.8536048,8.6087761
25250,9.8500004,69.099998,1996,7.8928256,8.5535841
25250,9.1300001,74,1997,7.9211726,8.5908155
25250,9.29,90,1998,7.9262414,8.6285458
25260,21.799999,30.4,1992,7.4512415,8.4263077
25260,25,35.900002,1993,7.4518223,8.5425148
25260,25,44.099998,1994,7.4512415,8.6058846
25260,26.639999,68.400002,1995,7.4097419,8.7932415
25260,25.9,57.5,1996,7.3987861,8.7601376
25260,29.68,63,1997,7.4163785,8.7654581
25260,29.389999,55,1998,7.3987861,8.8304653
25280,20.299999,42.5,1992,7.9002662,8.4096327
25280,22.1,45.299999,1993,7.8724551,8.459218
25280,22.299999,50,1994,7.8280382,8.4973249
25280,23.91,62.799999,1995,7.7828074,8.6383181
25280,25.32,59.200001,1996,7.7782116,8.6433372
25280,24.25,53,1997,7.7655692,8.6562595
25280,24.809999,78,1998,7.7349963,8.6838923
26010,37.299999,30,1992,7.5294065,8.3018627
26010,38.799999,22.200001,1993,7.5358305,8.3170404
26010,40.299999,35.799999,1994,7.5595593,8.3832359
26010,44.060001,55.900002,1995,7.5485559,8.5039063
26010,41.310001,50.700001,1996,7.5453897,8.5569324
26010,37.509998,40,1997,7.5379624,8.6090431
26010,44.959999,60,1998,7.5202346,8.6250162
26040,31.5,35.799999,1992,7.5938778,8.371726
26040,32.299999,34.099998,1993,7.6372342,8.3750277
26040,32,48.299999,1994,7.6103578,8.4908972
26040,32.580002,65.900002,1995,7.5847731,8.5779381
26040,31.27,65.400002,1996,7.6372342,8.5750523
26040,30.91,62,1997,7.6563373,8.6267653
26040,30.219999,79,1998,7.6662221,8.6546297
27010,28.4,28.200001,1992,6.2971091,8.3754234
27010,26.299999,50,1993,6.331502,8.389266
27010,24.700001,65.599998,1994,6.3403592,8.4372253
27010,25.870001,68.800003,1995,6.3647509,8.4987707
27010,24.200001,43.200001,1996,6.3835068,8.5815964
27010,27.049999,44,1997,6.4002576,8.5848522
27010,30.620001,69,1998,6.3403592,8.6548014
27020,46.900002,43.5,1992,7.4949861,8.3885193
27020,45,40,1993,7.502738,8.3540668
27020,45.200001,44.200001,1994,7.4933171,8.4553614
27020,42.970001,68.5,1995,7.3401871,8.6398096
27020,44.700001,60.400002,1996,7.3466554,8.6939716
27020,41.889999,72,1997,7.3382382,8.7268057
27020,43.07,82,1998,7.2841349,8.7687063
27060,0,54.5,1992,4.59512,9.0528936
27060,0,33.299999,1993,4.6821313,8.9132338
27060,0,10,1994,4.7184987,8.9720678
27060,39.130001,90,1995,4.7449322,9.0657454
27060,0,50,1996,4.7621741,9.0541382
27060,41.459999,83,1997,4.7957907,9.2009964
27060,62.93,100,1998,4.7706847,9.0403337
27070,40.900002,30,1992,6.2785215,8.3419132
27070,37.599998,69.699997,1993,6.2285109,8.4218035
27070,42.400002,63.400002,1994,6.1862087,8.4846516
27070,41.900002,85.199997,1995,6.1398845,8.6251698
27070,40.639999,37.5,1996,6.09131,8.6503458
27070,44.529999,52,1997,6.0137153,8.7552652
27070,42.860001,95,1998,5.8749309,8.7979822
27080,44.700001,37.5,1992,5.0814042,9.1319056
27080,47.299999,22.200001,1993,5.2149358,9.0341845
27080,50.700001,50,1994,5.2729998,9.0973358
27080,56.810001,42.900002,1995,5.3375382,9.1772213
27080,47.259998,50,1996,5.3327188,9.0981216
27080,55.200001,25,1997,5.3981628,9.1513329
27080,58.16,57,1998,5.2574954,9.5300694
28000,29.299999,37.299999,1992,7.2710085,8.4350395
28000,23.5,41.799999,1993,5.8377304,7.8569198
28000,29.700001,48.099998,1994,7.3004727,8.5107126
28000,28.6,66.400002,1995,5.9788857,8.1841984
28000,28.92,64.5,1996,7.3132205,8.6148005
28000,29.57,62,1997,7.2654295,8.6406488
28000,29.540001,78,1998,7.2710085,8.6416731
28010,23.5,43.299999,1992,9.2596064,8.4109058
28010,23,49.299999,1993,9.2836838,8.4544983
28010,23.9,56.700001,1994,9.2941303,8.483532
28010,24.059999,69,1995,9.312355,8.5946465
28010,24.129999,68.5,1996,9.3167706,8.6056662
28010,24.799999,62,1997,9.3133478,8.6106834
28010,23.25,80,1998,9.3065596,8.6628351
28035,36,44.400002,1992,5.9506426,8.3677483
28035,37.299999,29.6,1993,5.9864521,8.2822495
28035,36,40,1994,5.9661469,8.4779158
28035,35.150002,53.299999,1995,6.0014148,8.6691856
28035,38.970001,38.700001,1996,6.0112672,8.601162
28035,37.380001,36,1997,6.0378709,8.6867676
28035,41.669998,44,1998,6.0378709,8.686223
28090,35.200001,31.700001,1992,7.2174435,8.0772285
28090,39.900002,41.099998,1993,7.1876574,8.1623917
28090,39.099998,54.099998,1994,7.1989312,8.1795893
28090,42.139999,67.900002,1995,7.0343881,8.4106855
28090,46.419998,72,1996,7.0656133,8.4536667
28090,43.919998,72,1997,7.0992017,8.4667416
28090,42.59,96,1998,7.1538339,8.438797
29000,27.6,35.599998,1992,7.4849305,8.3975859
29000,31.200001,42.5,1993,5.8081427,7.9018946
29000,30,46.400002,1994,5.7899604,7.9733033
29000,30.17,64.099998,1995,6.0378709,8.2602768
29000,28.67,61.799999,1996,7.4342575,8.665453
29000,29.91,62,1997,7.336937,8.6909781
29000,29.860001,73,1998,5.9558372,8.3439131
29010,32.900002,43.900002,1992,7.986505,8.4534969
29010,37.099998,50,1993,7.9922686,8.4861584
29010,34.599998,64.400002,1994,7.972466,8.5356874
